"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"SIMAC TECHNIEK";"NL0000441616";"SIMAC";"NYSE Euronext Amsterdam";"EUR";"2.20";"2.30";"2.20";"2.30";"07/09/2012 17:00";"CET";"8379";"18995.32"
"SIMAT";"CI0000000832";"MLMAT";"Marché Libre Paris";"EUR";"4.89";"4.89";"4.89";"4.89";"31/07/2012 15:00";"CET";"60";"293.40"
"SIMO INTERNATIONAL";"FR0004038818";"MLSIM";"Marché Libre Paris";"EUR";"1.42";"1.42";"1.42";"1.42";"06/09/2012 15:00";"CET";"700";"994.00"
"SIMON PROPERTY GRP";"US8288061091";"SPGn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"SINCLAIR IS PHARMA";"GB0033856740";"SPH";"NYSE Euronext Paris";"EUR";"0.34";"0.35";"0.33";"0.34";"07/09/2012 15:08";"CET";"24020";"8154.30"
"SIOEN";"BE0003743573";"SIOE";"NYSE Euronext Brussels";"EUR";"5.30";"5.30";"5.23";"5.30";"07/09/2012 17:35";"CET";"4340";"22926.54"
"SIPAREX CROISSANCE";"FR0000061582";"ALSIP";"NYSE Alternext Paris";"EUR";"21.59";"21.59";"21.59";"21.59";"07/09/2012 09:00";"CET";"50";"1079.50"
"SIPEF (D)";"BE0003898187";"SIP";"NYSE Euronext Brussels";"EUR";"65.20";"65.32";"64.70";"65.17";"07/09/2012 17:35";"CET";"6699";"435303.14"
"SIPEF STRIP (D)";"BE0005629036";"SIPS";"NYSE Euronext Brussels";"EUR";"0.021";"0.021";"0.021";"0.021";"07/09/2012 15:00";"CET";"5500";"115.50"
"SIRAGA";"FR0000060170";"ALSIR";"NYSE Alternext Paris";"EUR";"12.25";"12.25";"12.25";"12.25";"28/08/2012 15:30";"CET";"200";"2450.00"
"SKANSKA B";"SE0000113250";"SKABs";"NYSE Arca Europe";"SEK";"101.30";"101.30";"101.30";"101.30";"05/09/2012 16:24";"CET";"108";"10940.40"
"SKF B";"SE0000108227";"SKFBs";"NYSE Arca Europe";"SEK";"144.50";"144.50";"144.50";"144.50";"06/08/2012 10:16";"CET";"125";"18062.50"
"SKY DEUTSCHLAND";"DE000SKYD000";"SKYDd";"NYSE Arca Europe";"EUR";"1.548";"1.548";"1.548";"1.548";"14/12/2011 11:04";"CET";"258";"-"
"SLA CREATION";"FR0010937920";"MLSLA";"Marché Libre Paris";"EUR";"11.50";"11.50";"11.50";"11.50";"07/09/2012 15:00";"CET";"1";"11.50"
"SLIGRO FOOD GROUP";"NL0000817179";"SLIGR";"NYSE Euronext Amsterdam";"EUR";"19.24";"19.30";"19.13";"19.20";"07/09/2012 17:35";"CET";"21499";"413836.92"
"SMALTO";"FR0011131788";"MLSML";"Marché Libre Paris";"EUR";"0.39";"0.39";"0.39";"0.39";"07/09/2012 15:00";"CET";"1";"0.39"
"SMALTO BSA";"FR0010649228";"SMLBS";"Marché Libre Paris";"EUR";"0.04";"0.04";"0.04";"0.04";"27/08/2012 15:30";"CET";"2";"0.08"
"SMBG";"FR0010439265";"MLEDU";"Marché Libre Paris";"EUR";"8.42";"8.42";"8.42";"8.42";"18/04/2012 15:00";"CET";"850";"7157.00"
"SMITH & NEPHEW";"GB0009223206";"SNl";"NYSE Arca Europe";"GBP";"678.00";"681.00";"678.00";"678.50";"07/09/2012 16:53";"CET";"660";"1888910.50"
"SMITH (DS) PLC";"GB0008220112";"SMDSl";"NYSE Arca Europe";"GBP";"178.00";"178.00";"178.00";"178.00";"07/09/2012 09:32";"CET";"214";"38092.00"
"SMITHS GROUP";"GB00B1WY2338";"SMINl";"NYSE Arca Europe";"GBP";"1062.00";"1064.00";"1061.00";"1061.00";"07/09/2012 15:39";"CET";"1130";"1376318.00"
"SMTPC";"FR0004016699";"SMTPC";"NYSE Euronext Paris";"EUR";"25.80";"25.80";"25.35";"25.35";"07/09/2012 17:23";"CET";"2178";"55641.77"
"SMURFIT KAPPA GRP";"IE00B1RR8406";"SK3i";"NYSE Arca Europe";"EUR";"6.539";"6.63";"6.539";"6.63";"03/09/2012 14:23";"CET";"1045";"14089.89"
"SNAI";"IT0000074903";"SNAm";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SNAM RETE GAS";"IT0003153415";"SRGm";"NYSE Arca Europe";"EUR";"3.30";"3.30";"3.30";"3.30";"21/08/2012 16:18";"CET";"561";"1851.30"
"SNS REAAL";"NL0000390706";"SR";"NYSE Euronext Amsterdam";"EUR";"1.206";"1.248";"1.205";"1.233";"07/09/2012 17:35";"CET";"3300627";"3953135.847"
"SOC FRANC CASINOS";"FR0010209809";"SFCA";"NYSE Euronext Paris";"EUR";"2.15";"2.15";"2.15";"2.15";"06/09/2012 16:30";"CET";"10";"21.50"
"SOCIAL MEDIA GROUP";"FR0010202036";"MLSMG";"Marché Libre Paris";"EUR";"0.11";"0.11";"0.11";"0.11";"28/06/2012 15:00";"CET";"100";"11.00"
"SOCIAL MIX MEDIA";"FR0004171346";"ALSMM";"NYSE Alternext Paris";"EUR";"1.68";"1.80";"1.68";"1.80";"07/09/2012 15:25";"CET";"1098";"1921.44"
"SOCIETE GENERALE";"FR0000130809";"GLE";"NYSE Euronext Paris";"EUR";"23.415";"24.80";"23.305";"24.49";"07/09/2012 17:39";"CET";"15522684";"372425512.135"
"SOCO INTL PLC";"GB00B572ZV91";"SIAl";"NYSE Arca Europe";"GBP";"332.00";"332.00";"332.00";"332.00";"02/08/2012 10:33";"CET";"19";"6308.00"
"SODEXO";"FR0000121220";"SW";"NYSE Euronext Paris";"EUR";"63.59";"63.80";"61.97";"62.43";"07/09/2012 17:35";"CET";"427538";"26773931.14"
"SODIFRANCE";"FR0000072563";"SOA";"NYSE Euronext Paris";"EUR";"7.01";"7.01";"7.01";"7.01";"03/09/2012 11:30";"CET";"143";"1002.43"
"SODITECH ING.";"FR0000078321";"SEC";"NYSE Euronext Paris";"EUR";"0.99";"0.99";"0.99";"0.99";"07/09/2012 16:30";"CET";"350";"346.50"
"SOFIBUS PATRIMOINE";"FR0000038804";"SFBS";"NYSE Euronext Paris";"EUR";"71.00";"71.00";"71.00";"71.00";"01/08/2012 16:30";"CET";"1";"71.00"
"SOFINA";"BE0003717312";"SOF";"NYSE Euronext Brussels";"EUR";"62.20";"62.49";"61.75";"62.09";"07/09/2012 17:35";"CET";"19113";"1187452.23"
"SOFRAGI";"FR0000030140";"SOFR";"NYSE Euronext Paris";"EUR";"1056.00";"1056.00";"1056.00";"1056.00";"07/09/2012 16:30";"CET";"5";"5280.00"
"SOFT COMPUTING";"FR0000075517";"SFT";"NYSE Euronext Paris";"EUR";"3.92";"3.92";"3.92";"3.92";"07/09/2012 09:00";"CET";"1";"3.92"
"SOFTIMAT";"BE0003773877";"SOFT";"NYSE Alternext Brussels";"EUR";"4.11";"4.20";"4.11";"4.19";"07/09/2012 13:42";"CET";"1630";"6822.71"
"SOFTWARE";"DE0003304002";"SOWd";"NYSE Arca Europe";"EUR";"27.65";"27.65";"27.65";"27.65";"05/09/2012 16:24";"CET";"110";"3041.50"
"SOGECLAIR";"FR0000065864";"SOG";"NYSE Euronext Paris";"EUR";"42.28";"43.00";"41.90";"42.50";"07/09/2012 17:21";"CET";"2762";"116546.04"
"SOITEC";"FR0004025062";"SOI";"NYSE Euronext Paris";"EUR";"2.775";"2.86";"2.70";"2.742";"07/09/2012 17:35";"CET";"895927";"2502423.191"
"SOL MELIA";"ES0176252718";"SOLe";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SOLABIOS";"FR0010757377";"ALSOA";"NYSE Alternext Paris";"EUR";"2.23";"2.23";"2.10";"2.10";"07/09/2012 14:03";"CET";"26";"57.61"
"SOLARWORLD";"DE0005108401";"SWVd";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SOLIA";"FR0010480533";"MLSOL";"Marché Libre Paris";"EUR";"15.01";"15.01";"15.01";"15.01";"07/09/2012 15:00";"CET";"1";"15.01"
"SOLUCOM";"FR0004036036";"LCO";"NYSE Euronext Paris";"EUR";"16.71";"16.72";"16.71";"16.71";"07/09/2012 13:43";"CET";"535";"8941.63"
"SOLUTIONS 30";"FR0010263335";"ALS30";"NYSE Alternext Paris";"EUR";"19.59";"20.28";"19.02";"20.28";"07/09/2012 15:49";"CET";"141";"2788.49"
"SOLVAC NOM(RETAIL)";"BE0003545531";"SOLV";"NYSE Euronext Brussels";"EUR";"99.50";"100.00";"99.50";"100.00";"07/09/2012 16:44";"CET";"6115";"609191.50"
"SOLVAC STRIP";"BE0005612834";"SOLVS";"NYSE Euronext Brussels";"EUR";"0.369";"0.369";"0.369";"0.369";"13/08/2012 15:00";"CET";"350";"129.16"
"SOLVAY";"BE0003470755";"SOLB";"NYSE Euronext Brussels,Paris";"EUR";"91.00";"93.04";"90.42";"91.79";"07/09/2012 17:35";"CET";"540548";"49737827.82"
"SOLVING EFESO INTL";"FR0004500106";"ALOLV";"NYSE Alternext Paris";"EUR";"2.09";"2.10";"2.05";"2.10";"07/09/2012 12:52";"CET";"3506";"7187.55"
"SOMFY SA";"FR0000120495";"SO";"NYSE Euronext Paris";"EUR";"126.90";"131.95";"126.90";"128.15";"07/09/2012 16:39";"CET";"132";"17025.65"
"SONAE";"PTSON0AM0001";"SON";"NYSE Euronext Lisbon";"EUR";"0.543";"0.55";"0.531";"0.531";"07/09/2012 22:36";"BST";"3467936";"1872783.226"
"SONAE CAPITAL";"PTSNP0AE0008";"SONC";"NYSE Euronext Lisbon";"EUR";"0.17";"0.17";"0.17";"0.17";"07/09/2012 21:40";"BST";"46686";"7936.62"
"SONAE IND.SGPS";"PTS3P0AM0017";"SONI";"NYSE Euronext Lisbon";"EUR";"0.597";"0.62";"0.597";"0.605";"07/09/2012 22:35";"BST";"399058";"241729.471"
"SONAECOM,SGPS";"PTSNC0AM0006";"SNC";"NYSE Euronext Lisbon";"EUR";"1.28";"1.315";"1.28";"1.293";"07/09/2012 22:35";"BST";"273869";"355112.94"
"SONAGI";"PTSNG0AE0007";"SNG";"Easynext Lisbon";"EUR";"1.33";"1.33";"1.33";"1.33";"10/08/2012 21:30";"BST";"1000";"1330.00"
"SONGA OFFSHORE";"CY0100962113";"SONGo";"NYSE Arca Europe";"NOK";"-";"-";"-";"-";"-";"-";"-";"-"
"SONOVA HOLDING";"CH0012549785";"SOONz";"NYSE Arca Europe";"CHF";"94.40";"94.40";"94.40";"94.40";"06/09/2012 09:36";"CET";"50";"4720.00"
"SOPHEON";"GB0006932171";"SOPH";"NYSE Euronext Amsterdam";"EUR";"0.06";"0.07";"0.06";"0.07";"07/09/2012 17:17";"CET";"7654";"523.78"
"SOPRA GROUP";"FR0000050809";"SOP";"NYSE Euronext Paris";"EUR";"39.09";"39.42";"39.00";"39.09";"07/09/2012 17:35";"CET";"1087";"42620.97"
"SOPRAGOL";"PTSPG0AP0009";"SPGAP";"Easynext Lisbon";"EUR";"2.30";"2.30";"2.30";"2.30";"16/08/2006 04:00";"BST";"44";"-"
"SORIN";"IT0003544431";"SRNm";"NYSE Arca Europe";"EUR";"1.674";"1.674";"1.674";"1.674";"07/08/2012 09:32";"CET";"1016";"1700.784"
"SOUTHERN CO";"US8425871071";"SOn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"SPADEL";"BE0003798155";"SPA";"NYSE Euronext Brussels";"EUR";"64.50";"64.50";"64.50";"64.50";"04/09/2012 16:30";"CET";"160";"10320.00"
"SPARKASSEN IMMOBIL";"AT0000652250";"SPIv";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SPECTOR";"BE0003663748";"SPEC";"NYSE Euronext Brussels";"EUR";"0.26";"0.26";"0.26";"0.26";"07/09/2012 16:47";"CET";"13120";"3411.20"
"SPECTOR STRIP";"BE0005518866";"SPES";"NYSE Euronext Brussels";"EUR";"0.001";"0.001";"0.001";"0.001";"23/04/2012 15:00";"CET";"100";"0.10"
"SPECTRIS";"GB0003308607";"SXSl";"NYSE Arca Europe";"GBP";"1576.00";"1576.00";"1572.00";"1572.00";"31/07/2012 12:36";"CET";"3";"4724.00"
"SPEED RABBIT PIZZA";"FR0000054371";"MLSRP";"Marché Libre Paris";"EUR";"7.37";"7.37";"7.37";"7.37";"19/07/2012 15:00";"CET";"1";"7.37"
"SPIR COMMUNICATION";"FR0000131732";"SPI";"NYSE Euronext Paris";"EUR";"18.70";"19.00";"18.70";"19.00";"07/09/2012 17:35";"CET";"3864";"72887.30"
"SPIRAX-SARCO ENGIN";"GB0008347048";"SPXl";"NYSE Arca Europe";"GBP";"2071.00";"2071.00";"2071.00";"2071.00";"20/08/2012 13:57";"CET";"117";"242307.00"
"SPIRENT COMM";"GB0004726096";"SPTl";"NYSE Arca Europe";"GBP";"156.90";"156.90";"156.90";"156.90";"05/09/2012 11:15";"CET";"600";"94140.00"
"SPIRIT PUB COMPANY";"GB00B5NFV695";"SPRTl";"NYSE Arca Europe";"GBP";"46.25";"46.25";"46.25";"46.25";"19/01/2012 11:35";"CET";"2291";"105958.75"
"SPOREVER";"FR0010213215";"ALSPO";"NYSE Alternext Paris";"EUR";"6.54";"6.54";"6.54";"6.54";"07/09/2012 15:30";"CET";"1";"6.54"
"SPORTING";"PTSCP0AM0001";"SCP";"NYSE Euronext Lisbon";"EUR";"0.28";"0.28";"0.28";"0.28";"07/09/2012 21:30";"BST";"164";"45.92"
"SPORTS DIRECT INTL";"GB00B1QH8P22";"SPDl";"NYSE Arca Europe";"GBP";"291.30";"291.30";"291.30";"291.30";"26/07/2012 14:40";"CET";"400";"116520.00"
"SPRINT NEXTEL";"US8520611000";"Sn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"SPYKER";"NL0010125050";"SPYKR";"NYSE Euronext Amsterdam";"EUR";"0.04";"0.04";"0.03";"0.04";"07/09/2012 17:16";"CET";"1632445";"64127.70"
"SQLI";"FR0011289040";"SQI";"NYSE Euronext Paris";"EUR";"6.90";"6.90";"6.75";"6.84";"07/09/2012 17:35";"CET";"1166";"7963.45"
"SQLI NR";"FR0004045540";"SQINR";"Marché Libre Paris";"EUR";"0.84";"0.84";"0.84";"0.84";"05/09/2012 15:30";"CET";"8";"6.72"
"SSAB AB";"SE0000171100";"SSABAs";"NYSE Arca Europe";"SEK";"50.55";"50.55";"50.55";"50.55";"06/09/2012 17:23";"CET";"500";"25275.00"
"ST DUPONT";"FR0000054199";"DPT";"NYSE Euronext Paris";"EUR";"0.38";"0.38";"0.37";"0.38";"07/09/2012 17:23";"CET";"229649";"85348.07"
"ST DUPONT NV";"FR0011252626";"DPTNV";"NYSE Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ST JAMES-S PLACE";"GB0007669376";"STJl";"NYSE Arca Europe";"GBP";"352.50";"352.50";"352.50";"352.50";"06/09/2012 09:52";"CET";"119";"41947.50"
"ST.GUDULE-PL. CERT";"BE0003620318";"SAIG";"NYSE Euronext Brussels";"EUR";"142.00";"142.00";"142.00";"142.00";"08/06/2012 15:00";"CET";"10";"1420.00"
"ST.MODWEN PTY";"GB0007291015";"SMPl";"NYSE Arca Europe";"GBP";"129.20";"129.20";"129.10";"129.10";"15/09/2011 09:06";"CET";"1866";"-"
"STADA ARZNEIMITTEL";"DE0007251803";"SAZd";"NYSE Arca Europe";"EUR";"22.69";"22.69";"22.69";"22.69";"30/08/2012 13:41";"CET";"69";"1565.61"
"STADE PHOCEEN";"FR0010593889";"MLSP";"Marché Libre Paris";"EUR";"0.04";"0.04";"0.04";"0.04";"07/09/2012 15:00";"CET";"24999";"999.96"
"STAGECOACH GROUP";"GB00B6YTLS95";"SGCl";"NYSE Arca Europe";"GBP";"292.80";"292.80";"292.80";"292.80";"16/08/2012 16:53";"CET";"361";"105700.80"
"STALLERGENES";"FR0000065674";"GENP";"NYSE Euronext Paris";"EUR";"43.99";"44.65";"43.505";"44.10";"07/09/2012 17:36";"CET";"3820";"168962.265"
"STANDARD CHARTERED";"GB0004082847";"STANl";"NYSE Arca Europe";"GBP";"1414.00";"1425.50";"1407.00";"1424.00";"07/09/2012 17:29";"CET";"3582";"11056662.00"
"STANDARD LIFE";"GB00B16KPT44";"SLl";"NYSE Arca Europe";"GBP";"266.10";"266.10";"266.10";"266.10";"03/09/2012 10:13";"CET";"781";"207824.10"
"STARBUCKS";"US8552441094";"SBUXn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"STATOIL";"NO0010096985";"STLo";"NYSE Arca Europe";"NOK";"147.50";"150.00";"147.50";"150.00";"06/09/2012 16:19";"CET";"3961";"937762.50"
"STE FR EM CHEMICAL";"FR0000031197";"MLEXX";"Marché Libre Paris";"EUR";"49.25";"49.25";"49.25";"49.25";"06/09/2012 15:00";"CET";"100";"4925.00"
"STEF";"FR0000064271";"STF";"NYSE Euronext Paris";"EUR";"38.16";"38.17";"38.05";"38.17";"07/09/2012 17:29";"CET";"541";"20619.91"
"STEF BSAAR20JUL15";"FR0010629725";"STFBS";"NYSE Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"STELAX INDUSTRIES";"CA8584971003";"LAX";"Marché Libre Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"14/08/2012 06:00";"CET";"20";"0.20"
"STENTYS";"FR0010949404";"STNT";"NYSE Euronext Paris";"EUR";"13.35";"13.51";"13.27";"13.34";"07/09/2012 17:26";"CET";"21139";"282368.68"
"STERN GROEP";"NL0000336303";"STRN";"NYSE Euronext Amsterdam";"EUR";"16.045";"16.05";"16.045";"16.05";"07/09/2012 13:32";"CET";"597";"9579.615"
"STHREE";"GB00B0KM9T71";"STHRl";"NYSE Arca Europe";"GBP";"195.80";"195.80";"195.80";"195.80";"14/12/2011 16:59";"CET";"700";"137060.00"
"STILFONTEIN GOLD";"ZAU000008930";"STIL";"NYSE Euronext Paris";"EUR";"0.11";"0.11";"0.11";"0.11";"05/06/2009 13:11";"CET";"91";"-"
"STMICROELECTRONICS";"NL0000226223";"STM";"NYSE Euronext Paris";"EUR";"4.497";"4.618";"4.497";"4.56";"07/09/2012 17:38";"CET";"6171153";"28169082.558"
"STOBART GROUP LIMI";"GB00B03HDJ73";"STOBl";"NYSE Arca Europe";"GBP";"119.20";"119.20";"119.20";"119.20";"24/07/2012 16:34";"CET";"187";"22290.40"
"STORA ENSO R";"FI0009005961";"STERVh";"NYSE Arca Europe";"EUR";"5.09";"5.11";"5.07";"5.11";"07/09/2012 17:18";"CET";"1700";"25430.00"
"STORE ELECTRONICS";"FR0010282822";"SESL";"NYSE Euronext Paris";"EUR";"9.54";"9.54";"9.44";"9.44";"07/09/2012 17:02";"CET";"2560";"24283.80"
"STOREBRAND ASA";"NO0003053605";"STBo";"NYSE Arca Europe";"NOK";"21.96";"21.96";"21.96";"21.96";"11/07/2012 15:41";"CET";"694";"15240.24"
"STRABAG";"AT000000STR1";"STRv";"NYSE Arca Europe";"EUR";"22.545";"22.545";"22.545";"22.545";"12/01/2012 12:53";"CET";"244";"5500.98"
"STRADIM ESPAC.FIN";"FR0000074775";"ALSAS";"NYSE Alternext Paris";"EUR";"6.12";"6.12";"6.12";"6.12";"04/09/2012 15:30";"CET";"12";"73.44"
"STRAUMANN HOLDING";"CH0012280076";"STMNz";"NYSE Arca Europe";"CHF";"115.50";"115.50";"115.50";"115.50";"21/08/2012 09:46";"CET";"100";"11550.00"
"STREAMWIDE";"FR0010528059";"ALSTW";"NYSE Alternext Paris";"EUR";"9.89";"9.89";"9.89";"9.89";"07/09/2012 15:30";"CET";"45";"445.05"
"STREIT INDUSTRIES";"FR0000063976";"MLSTR";"Marché Libre Paris";"EUR";"19.97";"19.97";"19.97";"19.97";"15/08/2012 15:00";"CET";"1";"19.97"
"STS GROUP";"FR0010173518";"ALSTS";"NYSE Alternext Paris,Brussels";"EUR";"1.60";"1.60";"1.20";"1.32";"29/06/2012 16:21";"CET";"344";"504.80"
"SUBSEA 7 SA";"LU0075646355";"SUBCo";"NYSE Arca Europe";"NOK";"136.20";"136.20";"136.20";"136.20";"07/09/2012 10:33";"CET";"74";"10078.80"
"SUCRAF A & B";"BE0003463685";"SUCR";"NYSE Euronext Brussels";"EUR";"1.60";"1.60";"1.60";"1.60";"07/09/2012 16:30";"CET";"719";"1150.40"
"SUEDZUCKER";"DE0007297004";"SZUd";"NYSE Arca Europe";"EUR";"22.775";"22.775";"22.775";"22.775";"13/12/2011 17:29";"CET";"200";"-"
"SUEZ ENVIRONNEMENT";"FR0010613471";"SEV";"NYSE Euronext Paris,Brussels";"EUR";"9.349";"9.61";"9.284";"9.284";"07/09/2012 17:35";"CET";"2523309";"23829281.428"
"SULZER AG NOM.";"CH0038388911";"SUNz";"NYSE Arca Europe";"CHF";"131.80";"131.80";"131.80";"131.80";"05/09/2012 11:34";"CET";"18";"2372.40"
"SUMOL+COMPAL";"PTSML0AM0009";"SUCO";"NYSE Euronext Lisbon";"EUR";"1.05";"1.10";"1.05";"1.10";"04/09/2012 22:35";"BST";"4750";"4988.00"
"SUPERFUTE";"PTSFU0AE0004";"MLSUE";"Marché Libre Paris";"EUR";"2.10";"2.10";"2.10";"2.10";"17/02/2005 00:00";"CET";"330";"-"
"SUPERGROUP";"GB00B60BD277";"SGPl";"NYSE Arca Europe";"GBP";"321.00";"321.00";"321.00";"321.00";"25/05/2012 17:29";"CET";"669";"214749.00"
"SUPRA";"FR0000032567";"SUPR";"NYSE Euronext Paris";"EUR";"12.12";"12.12";"12.12";"12.12";"06/09/2012 11:30";"CET";"466";"5647.92"
"SV PATRIMONIA";"BE0003861789";"SVP";"Marché Libre Brussels";"EUR";"0.48";"0.48";"0.48";"0.48";"09/08/2012 15:00";"CET";"1470";"705.60"
"SVENSKA CELLULOS B";"SE0000112724";"SCABs";"NYSE Arca Europe";"SEK";"118.40";"119.00";"118.40";"119.00";"06/09/2012 11:58";"CET";"300";"240333.80"
"SVG CAPITAL";"GB0007892358";"SVIl";"NYSE Arca Europe";"GBP";"263.50";"263.50";"263.50";"263.50";"31/07/2012 17:21";"CET";"200";"52700.00"
"SWATCH GROUP";"CH0012255151";"UHRz";"NYSE Arca Europe";"CHF";"399.70";"399.70";"399.70";"399.70";"05/09/2012 09:18";"CET";"6";"2398.20"
"SWATCH GROUP N";"CH0012255144";"UHRNz";"NYSE Arca Europe";"CHF";"68.40";"68.40";"68.40";"68.40";"02/08/2012 09:00";"CET";"22";"1504.80"
"SWEDBANK A";"SE0000242455";"SWEDAs";"NYSE Arca Europe";"SEK";"114.30";"114.30";"114.30";"114.30";"06/09/2012 09:30";"CET";"149";"17030.70"
"SWEDISH MATCH";"SE0000310336";"SWMAs";"NYSE Arca Europe";"SEK";"268.10";"268.60";"268.10";"268.60";"07/09/2012 16:27";"CET";"142";"218827.00"
"SWISS LIFE HOLDING";"CH0014852781";"SLHNz";"NYSE Arca Europe";"CHF";"110.70";"110.80";"110.70";"110.80";"06/09/2012 16:16";"CET";"53";"11630.20"
"SWISS RE NOM.";"CH0126881561";"SRENz";"NYSE Arca Europe";"CHF";"61.60";"62.00";"61.35";"61.50";"07/09/2012 17:19";"CET";"39567";"2657746.85"
"SWISSCOM N";"CH0008742519";"SCMNz";"NYSE Arca Europe";"CHF";"389.60";"389.60";"384.30";"384.30";"07/09/2012 16:47";"CET";"52";"196153.70"
"SWORD GROUP";"FR0004180578";"SWP";"NYSE Euronext Paris";"EUR";"12.25";"12.27";"12.12";"12.19";"07/09/2012 17:18";"CET";"6086";"74126.10"
"SYDBANK";"DK0010311471";"SYDBc";"NYSE Arca Europe";"DKK";"95.90";"95.90";"95.90";"95.90";"15/06/2012 11:51";"CET";"100";"9590.00"
"SYMRISE";"DE000SYM9999";"SY1d";"NYSE Arca Europe";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"SYNERGIE";"FR0000032658";"SDG";"NYSE Euronext Paris";"EUR";"7.55";"7.60";"7.51";"7.53";"07/09/2012 17:25";"CET";"9820";"74142.53"
"SYNERGON INF SYS";"HU0000069950";"SYNERt";"NYSE Arca Europe";"HUF";"-";"-";"-";"-";"-";"-";"-";"-"
"SYNERGY HEALTH";"GB0030757263";"SYRl";"NYSE Arca Europe";"GBP";"919.00";"919.00";"919.00";"919.00";"27/07/2012 14:31";"CET";"76";"69844.00"
"SYNGENTA NAMEN";"CH0011037469";"SYNNz";"NYSE Arca Europe";"CHF";"333.60";"334.00";"330.80";"332.50";"07/09/2012 16:56";"CET";"202";"233958.50"
"SYSTAR";"FR0000052854";"SAR";"NYSE Euronext Paris";"EUR";"3.34";"3.34";"3.33";"3.33";"07/09/2012 13:49";"CET";"161";"537.54"
"SYSTRAN";"FR0004109197";"RAN";"NYSE Euronext Paris";"EUR";"1.75";"1.85";"1.75";"1.85";"07/09/2012 16:30";"CET";"5748";"10629.00"
"TALKTALK TELECOM";"GB00B4YCDF59";"TALKl";"NYSE Arca Europe";"GBP";"176.20";"176.20";"176.20";"176.20";"07/08/2012 12:36";"CET";"268";"47221.60"
"TALVIVAARA MINING";"FI0009014716";"TLV1Vh";"NYSE Arca Europe";"EUR";"2.358";"2.358";"2.358";"2.358";"19/04/2012 10:21";"CET";"760";"1792.08"
"TARGET CORP";"US87612E1064";"TGTn";"NYSE Arca Europe";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"TATE & LYLE PLC";"GB0008754136";"TATEl";"NYSE Arca Europe";"GBP";"641.00";"641.00";"633.50";"633.50";"07/09/2012 17:25";"CET";"900";"9998100.00"
"TAYLOR WIMPEY";"GB0008782301";"TWl";"NYSE Arca Europe";"GBP";"44.81";"44.81";"44.81";"44.81";"27/07/2012 12:39";"CET";"2300";"103063.00"
"TAYNINH";"FR0000063307";"TAYN";"NYSE Euronext Paris";"EUR";"1.13";"1.13";"1.13";"1.13";"05/09/2012 11:30";"CET";"8512";"9618.56"
"TDC";"DK0060228559";"TDCc";"NYSE Arca Europe";"DKK";"41.15";"41.15";"41.01";"41.01";"31/07/2012 16:54";"CET";"150";"6158.50"
"TEAM";"FR0000033466";"MLTEA";"Marché Libre Paris";"EUR";"134.00";"134.00";"134.00";"134.00";"07/09/2012 15:00";"CET";"1";"134.00"
"TEAM INT MRKT (D)";"BE0003852697";"TEAM";"Marché Libre Brussels";"EUR";"0.80";"0.80";"0.80";"0.80";"09/08/2012 15:00";"CET";"79";"63.20"
"TECHNICOLOR";"FR0010918292";"TCH";"NYSE Euronext Paris";"EUR";"1.999";"2.019";"1.971";"1.997";"07/09/2012 17:35";"CET";"787161";"1576115.309"
"TECHNILINE";"FR0010212480";"ALTEC";"NYSE Alternext Paris";"EUR";"0.25";"0.25";"0.25";"0.25";"03/09/2012 15:30";"CET";"232";"58.00"
"TECHNIP";"FR0000131708";"TEC";"NYSE Euronext Paris";"EUR";"86.60";"87.33";"86.07";"86.26";"07/09/2012 17:35";"CET";"279940";"24235443.66"
"TECHNOFAN";"FR0000065450";"TNFN";"NYSE Euronext Paris";"EUR";"131.00";"131.00";"131.00";"131.00";"05/09/2012 16:30";"CET";"15";"1965.00"
"TECHNOFIRST";"FR0010006429";"MLFST";"Marché Libre Paris";"EUR";"2.46";"2.46";"2.46";"2.46";"07/09/2012 15:00";"CET";"800";"1968.00"
"TECHNOFLEX";"FR0000185795";"MLTEK";"Marché Libre Paris";"EUR";"8.79";"8.79";"8.79";"8.79";"07/09/2012 15:00";"CET";"481";"4227.99"
"TECNICAS REUNIDAS";"ES0178165017";"TREe";"NYSE Arca Europe";"EUR";"37.45";"37.45";"37.45";"37.45";"07/08/2012 16:00";"CET";"31";"1160.95"
